Date,Open,High,Low,Close,Volume,Adj Close
2016-09-30,776.330017,780.940002,774.090027,777.289978,1580300,777.289978
2016-09-29,781.440002,785.799988,774.231995,775.01001,1301400,775.01001
2016-09-28,777.849976,781.809998,774.969971,781.559998,1107900,781.559998
2016-09-27,775.50,785.98999,774.307983,783.01001,1138800,783.01001
2016-09-26,782.73999,782.73999,773.070007,774.210022,1508500,774.210022
2016-09-23,786.590027,788.929993,784.150024,786.900024,1409500,786.900024
2016-09-22,780.00,789.849976,778.440002,787.210022,1463600,787.210022
2016-09-21,772.659973,777.159973,768.301025,776.219971,1151400,776.219971
2016-09-20,769.00,773.330017,768.530029,771.409973,975300,771.409973
2016-09-19,772.419983,774.00,764.440979,765.700012,1171100,765.700012
2016-09-16,769.75,769.75,764.659973,768.880005,2046000,768.880005
2016-09-15,762.890015,773.799988,759.960022,771.76001,1305100,771.76001
2016-09-14,759.609985,767.679993,759.109985,762.48999,1087400,762.48999
2016-09-13,764.47998,766.219971,755.799988,759.690002,1379900,759.690002
2016-09-12,755.130005,770.289978,754.00,769.02002,1286800,769.02002
2016-09-09,770.099976,773.244995,759.659973,759.659973,1812200,759.659973
2016-09-08,778.590027,780.349976,773.580017,775.320007,1260600,775.320007
2016-09-07,780.00,782.72998,776.200012,780.349976,893700,780.349976
2016-09-06,773.450012,782.00,771.00,780.080017,1439900,780.080017
2016-09-02,773.01001,773.919983,768.409973,771.460022,1069300,771.460022
2016-09-01,769.25,771.02002,764.299988,768.780029,923900,768.780029
2016-08-31,767.01001,769.090027,765.380005,767.049988,1247400,767.049988
2016-08-30,769.330017,774.466003,766.840027,769.090027,1127100,769.090027
2016-08-29,768.73999,774.98999,766.61499,772.150024,841000,772.150024
2016-08-26,769.00,776.080017,765.849976,769.539978,1163000,769.539978
2016-08-25,767.00,771.890015,763.184998,769.409973,924700,769.409973
2016-08-24,770.580017,774.50,767.070007,769.640015,1071100,769.640015
2016-08-23,775.47998,776.440002,771.784973,772.080017,925300,772.080017
2016-08-22,773.27002,774.539978,770.049988,772.150024,923400,772.150024
2016-08-19,775.00,777.099976,773.130005,775.419983,849900,775.419983
2016-08-18,780.01001,782.859985,777.00,777.50,718400,777.50
2016-08-17,777.320007,780.809998,773.530029,779.909973,921400,779.909973
2016-08-16,780.299988,780.97998,773.44397,777.140015,1027100,777.140015
2016-08-15,783.75,787.48999,780.109985,782.440002,936600,782.440002
2016-08-12,781.50,783.39502,780.400024,783.219971,738300,783.219971
2016-08-11,785.00,789.75,782.969971,784.849976,971100,784.849976
2016-08-10,783.75,786.812012,782.778015,784.679993,784500,784.679993
